"product_id","sku","name","description","category","subcategory","brand","price","cost","stock_quantity","weight_kg","length_cm","width_cm","height_cm","status","created_date","rating_average","review_count"
5715,"PRD-JIZ83C-ROG","Neo Monitor","Green manufacturing processes throughout","eBooks","Lighting","ManiPedi",1931.95,92.95,315,5.36,142.3,119.4,73.2,"out_of_stock","2025-12-20",4.2,1842
5716,"PRD-JJ3NEL-EZV","Refined Sweatshirt Extreme","Compatible with numerous existing systems","Mobile Devices","FlatShoes","CursorCraft",835.99,9.95,0,0.16,85.9,30.7,37.0,"out_of_stock","2023-08-24",3.4,87
5717,"PRD-JJ4JGJ-YBD","Minimalist VRHeadset","Superior construction quality throughout","Games","Bottoms","PureEssence",600.99,20.99,75,5.06,118.8,15.7,28.7,"active","2025-03-03",4.7,2170
5718,"PRD-JJ9TOT-IFT","Deluxe PhoneCase Deluxe","Helpful documentation supports quick learning","Books","Mattresses","VelocityPro",43.99,1476.99,215,39.08,76.8,49.4,88.3,"active","2022-08-06",1.8,2331
5719,"PRD-JJBR8J-FIE","MirrorlessCamera","Cost-effective solution without quality compromise","Womens Fashion","Laptops","PlantPro",721.95,1367.99,351,43.98,153.8,101.7,26.0,"active","2022-08-08",2.8,337
5720,"PRD-JJCWVW-GFE","Flawless Chinos","Dependable functionality year after year","Sports","OutdoorToys","SmartMind",1610.99,982.95,430,11.49,84.8,102.4,85.2,"active","2025-09-12",3.9,773
5721,"PRD-JJH6X1-SVO","Outstanding PowerBank Accelerated","Innovative features for enhanced user experience","Networking","Pants","NatureBlend",1907.99,683.95,75,15.39,142.5,12.8,71.9,"active","2020-12-09",2.3,2975
5722,"PRD-JJH85K-BZM","Cable Hybrid","Intuitive interface makes operation effortless","Footwear","Speakers","PlatinumElite",1381.99,629.95,159,44.75,14.2,142.7,72.9,"active","2023-12-09",3.5,3174
5723,"PRD-JJMSFI-XCS","Hyper Hat Essential","Maximum efficiency without compromising quality","Networking","Tools","NailNest",1518.95,1151.99,158,43.38,159.4,77.6,53.9,"discontinued","2024-04-18",2.8,3267
5724,"PRD-JJRQRB-AMT","Smartphone","Rapid processing speeds accelerate workflows","Automotive","Furniture","PowerPulse",725.95,423.99,94,12.74,128.3,6.5,20.8,"active","2021-05-26",4.9,2672
5725,"PRD-JJTJID-NBR","Supreme CargoPants XS","Reliable operation in extreme environments","Outdoors","Outdoor","OrganicOasis",1849.99,807.95,92,36.99,31.2,106.6,53.9,"active","2025-12-18",4.3,1373
5726,"PRD-JJWQ7D-NDB","Neo Shorts","Responsive functionality with zero lag","Lighting","AthleticShoes","SneakerKing",1105.99,1216.95,140,13.75,147.7,11.6,28.0,"active","2025-06-06",3.1,1020
5727,"PRD-JJY829-HKW","Apex Trackpad","Eye-catching design that turns heads","Car Accessories","Decor","CycleMax",1261.99,61.95,168,45.94,172.7,40.2,99.9,"active","2023-08-26",2.8,1007
5728,"PRD-JJZSXV-MHI","Immaculate Book Silver","Visually stunning with ergonomic excellence","Beauty","RidOns","YogurtYum",933.95,290.95,42,38.48,121.1,25.4,51.9,"discontinued","2022-02-02",4.1,4459
5729,"PRD-JK123Q-KIA","PowerBank Exclusive","Durable and reliable for long-lasting performance","Educational Materials","Boots","YogurtYum",1263.95,1479.99,478,18.26,158.7,19.7,96.8,"active","2024-12-02",2.3,408
5730,"PRD-JK1GB0-XQO","Digital Pencil","Intuitive technology interface for all skill levels","Puzzles","Underwear","EliteAthlete",1386.95,209.95,357,25.5,120.6,72.0,94.9,"active","2024-02-24",1.3,4673
5731,"PRD-JK3LHE-EZQ","Boots Value","Lifecycle tested for reliability certification","Car Electronics","Jeans","HealthZone",73.95,87.99,374,45.06,157.1,79.1,85.9,"discontinued","2024-01-04",4.8,4504
5732,"PRD-JK65EV-ZKN","Chic Notebook","Breakthrough innovations improve productivity","Beauty","Mirrorless","BabyBrand",1808.95,904.99,408,45.36,104.5,147.5,36.9,"active","2025-05-12",2.5,1128
5733,"PRD-JK683B-KYV","DSLR Waterproof","Smooth operation without maintenance hassles","Lighting","Tires","FreshFarm",81.99,838.95,182,40.84,101.1,6.1,45.0,"active","2023-12-09",4.4,4733
5734,"PRD-JK89GR-XEJ","Loafers","Steadfast reliability you can depend on always","Skincare","DSLR","CakeCraft",1956.99,464.99,79,11.65,134.0,24.2,25.3,"active","2024-07-14",2.3,4888
5735,"PRD-JKAFR1-RZA","Serene Smartphone","Superior construction quality throughout","Board Games","IndividualSports","GlamourGear",1051.99,1063.99,330,2.73,191.7,53.1,36.8,"active","2025-08-08",1.9,1730
5736,"PRD-JKAWZY-MHA","Robust Tablet","Connected features for seamless integration","Sports","TeamSports","FineArtisan",565.99,611.95,93,31.16,124.6,61.4,70.7,"out_of_stock","2021-03-27",5.0,2255
5737,"PRD-JKERDJ-IWL","Refined ARGlasses","Recyclable materials reduce environmental burden","Footwear","HighHeels","ValuePlus",1890.95,407.95,158,38.26,69.1,124.5,71.9,"active","2025-12-17",4.8,4572
5738,"PRD-JKIPH5-KNZ","PoloShirt v2","Premium quality without premium price tag","Food","Mirrorless","FloorFine",307.95,170.95,227,11.77,97.5,134.8,37.0,"active","2023-02-09",3.2,3638
5739,"PRD-JKLPMA-FYL","Edge OverEarHeadphones Single","Built to withstand rigorous daily demands","Furniture","Dresses","ChicElegance",1907.95,890.95,212,31.04,63.4,117.9,20.7,"active","2023-12-28",3.2,541
5740,"PRD-JKYCTL-SSF","BluetoothSpeaker","Economic solution for budget-conscious buyers","Health","Cookware","OrganizeMax",1975.95,363.99,226,20.7,27.8,59.2,87.4,"active","2023-05-09",3.3,21
5741,"PRD-JL5EN1-USI","GamingMonitor","Revolutionary technology transforms user experience","Gourmet","Yoga","PowerMax",1535.99,1354.99,326,28.06,179.3,15.2,96.6,"out_of_stock","2025-11-28",1.5,276
5742,"PRD-JL8XBQ-GLC","Apex Notebook Enterprise","Biodegradable packaging minimizes waste impact","Organic","TeamSports","TrainHard",1028.95,1301.99,434,45.86,144.4,121.3,12.7,"active","2020-09-30",3.3,1869
5743,"PRD-JL9B3K-BJT","Edge FlipPhone","Competitive pricing for market-leading features","Accessories","Accessories","RoofReady",573.99,711.95,184,33.48,43.7,77.3,73.4,"active","2022-11-05",2.6,4866
5744,"PRD-JLG3IC-VQG","Velocity MessengerBag Industrial","Versatile design adapts to any decor style","Clothing","Hubs","SupplementSmarte",674.99,184.95,265,48.69,189.6,76.4,8.2,"active","2022-12-29",4.6,2141
5745,"PRD-JLIN2R-VHQ","Monitor","Tested for reliability and consistent performance","Food","FlatShoes","ElegantForm",547.99,383.99,390,26.3,33.1,83.5,15.7,"active","2025-06-09",3.2,191
5746,"PRD-JLVCNL-CRF","Digital Beanie Speedy","Reliable operation in extreme environments","Computing","Headphones","PowderPro",1059.95,43.99,320,7.18,56.7,137.9,13.7,"active","2024-11-03",2.0,4279
5747,"PRD-JLYN9W-HJM","Clean WirelessMouse","Affordable luxury for everyday enjoyment","Beverages","HairCare","TasteTown",1969.99,823.95,251,3.5,49.4,29.5,66.5,"active","2023-03-08",1.2,484
5748,"PRD-JM9G7O-UTN","Modern PowerBank","Intuitive interface makes operation effortless","Computing","Safety","LightningCore",877.99,816.99,115,20.96,195.3,52.3,83.5,"coming_soon","2023-10-27",4.9,2905
5749,"PRD-JMGDLH-AEL","Reliable Notebook","Versatile design adapts to any decor style","Formal Wear","Tents","GourmetSelect",131.95,927.99,333,7.39,138.2,70.3,6.0,"coming_soon","2022-05-11",2.8,4561
5750,"PRD-JMLXVQ-WVC","Infinite BaseballCap Essential","Accessible features benefit all users equally","Maintenance","Components","PerfumePass",332.95,100.95,124,4.12,17.4,100.3,23.8,"active","2020-04-29",1.2,2133
5751,"PRD-JMWEN7-WZE","Journal","Carefully crafted for sustained performance","Audio Equipment","Lighting","ApplianceMax",262.95,316.99,477,41.62,184.6,78.6,74.1,"active","2021-01-22",1.6,1179
5752,"PRD-JMXNIQ-WIH","Workstation Shockproof","Cross-platform compatibility ensures accessibility","Cameras","Tripods","RoastRoyal",1658.95,1265.95,464,32.9,141.0,126.4,99.2,"active","2022-02-05",3.4,2163
5753,"PRD-JNGRN6-BIW","FlipPhone Blue","Artistic expression meets practical innovation","Storage","Dolls","PowerPulse",205.99,1028.99,258,17.82,83.5,98.1,11.0,"out_of_stock","2023-11-21",3.8,742
5754,"PRD-JNJ5AT-INK","Sandals","Streamlined functionality eliminates complexity","Audio Equipment","Blouses","ThreadPro",702.95,637.99,139,29.01,170.1,58.0,79.9,"active","2021-06-11",4.8,1163
5755,"PRD-JNOYVU-ILA","Windbreaker","Understated elegance for subtle sophistication","Skincare","Scarves","DairyDelight",107.99,669.99,44,5.85,50.2,122.7,8.6,"active","2020-08-19",3.9,129
5756,"PRD-JNU1S6-XGI","FilmCamera Titanium","Consistent output maintains quality standards","Lighting","Backpacks","UnderStyle",726.95,1359.95,357,36.34,176.4,98.3,41.6,"active","2021-12-04",3.9,2015
5757,"PRD-JNVK4T-LGW","Meta Hoodie","Versatile solution for multiple applications","Womens Fashion","Bags","HeritageClassic",859.99,733.95,54,42.18,124.1,93.4,58.0,"active","2024-06-01",1.7,3920
5758,"PRD-JNZQ2C-NQZ","Chromebook","Consistent output maintains quality standards","Gaming","Yoga","BrushBest",1353.99,1048.99,395,45.79,134.6,59.7,55.7,"active","2020-08-04",4.4,4397
5759,"PRD-JO2993-ILY","ActivityMonitor","Next-generation technology packed inside","Formal Wear","Ties","ConditionCare",1963.99,1260.99,271,19.08,130.2,71.0,27.5,"active","2025-08-11",2.1,3468
5760,"PRD-JO6ZHG-YUM","Mega Scarf Value","Balanced performance across all specifications","Camping","Lighting","TrendSetter",328.95,1298.95,455,30.98,35.6,86.2,67.7,"active","2021-11-02",1.2,82
5761,"PRD-JOC68A-IWX","CurvedMonitor","Price-to-performance ratio unmatched","Bathroom","Mirrorless","CoffeeClass",1130.99,31.99,244,42.09,64.0,95.5,78.7,"active","2022-11-30",3.3,2618
5762,"PRD-JOIHNT-LGB","Trackpad Limited","Satisfying user interface with logical layout","Womens Fashion","Tripods","BeddingBest",659.99,992.95,380,30.65,181.3,78.8,41.8,"coming_soon","2023-08-05",2.6,1406
5763,"PRD-JOLNL8-SYQ","BudgetPhone Exclusive","Advanced processors deliver rapid performance","Bedding","Jeans","ChefChoice",646.99,749.99,473,25.65,123.7,29.4,68.7,"active","2024-04-26",3.2,4445
5764,"PRD-JONDF9-JXT","BudgetPhone","Sophisticated design for discerning customers","Furniture","Blazers","YogurtYum",45.99,1178.99,274,31.42,152.8,32.7,26.7,"out_of_stock","2021-12-19",2.9,2889
5765,"PRD-JOO8OG-LQQ","Robust PhoneCase Compact","Stable performance under all circumstances","Furniture","Gadgets","DairyDelight",862.95,391.99,130,27.73,75.5,71.3,59.9,"out_of_stock","2023-05-15",2.8,1366
5766,"PRD-JOP68S-JVO","Modern Hub","Progressive features support future expansion","Organic","Desktops","DrawerDelight",335.99,1198.95,494,0.7,140.6,41.8,96.5,"active","2021-01-07",3.3,4248
5767,"PRD-JOQYD4-BLQ","MacBook Compact","Carbon-neutral production methods employed","Grocery","Water Sports","FaceFirst",1952.99,1430.95,29,29.97,188.8,104.8,83.7,"active","2024-05-28",3.2,445
5768,"PRD-JOSIAW-TIN","Radiant Phone Boosted","Renewable energy powers production facilities","Organic","Gadgets","SpringStyle",1932.99,229.99,494,11.8,62.9,135.2,82.8,"coming_soon","2021-01-19",3.3,2707
5769,"PRD-JPHYFL-JCJ","Desktop","Cross-platform compatibility ensures accessibility","Skincare","Sweaters","DeskDream",317.95,985.95,1,37.95,115.8,139.0,19.3,"coming_soon","2024-12-05",1.3,2729
5770,"PRD-JPKXG6-ZFN","Giga FitnessTracker","Planet-friendly alternative to conventional products","Beauty","Gym Equipment","ThinkPro",1023.99,1302.99,184,19.27,144.1,9.9,91.0,"active","2020-01-25",1.3,3652
5771,"PRD-JPMQUN-HOL","Radiant MechanicalKeyboard","Innovative features for enhanced user experience","Computing","Makeup","StorageSmart",1955.95,840.95,51,48.52,177.7,19.0,77.1,"out_of_stock","2020-01-02",2.1,3655
5772,"PRD-JPNARN-HSC","Nexus CurvedMonitor","Professional grade durability at accessible prices","Food","Wallpaper","ValuePlus",171.99,1244.95,151,35.9,118.1,50.9,11.1,"active","2023-02-03",4.7,75
5773,"PRD-JPVZ2J-UXS","Signature GamingRig Anniversary","Contemporary styling with timeless appeal","Womens Fashion","Jackets","SoundSync",725.95,195.99,343,6.21,113.4,122.0,17.4,"active","2020-08-06",4.3,1939
5774,"PRD-JQFM1J-SDH","Edge PhoneCase XXL","Robust materials ensure years of dependable service","Kitchenware","FeaturePhones","TailorMade",1642.99,1385.95,390,7.68,56.7,22.7,26.7,"active","2022-07-23",4.0,1072
5775,"PRD-JQIMT0-HPA","Trusted Notebook","Reliable operation in extreme environments","Cameras","Tripods","GlowGear",605.99,779.95,174,43.44,131.2,114.0,38.4,"active","2024-06-07",3.9,4708
5776,"PRD-JQKQSX-MIW","Beanie Economy","Visually stunning with ergonomic excellence","Audio Equipment","Plants","FruitFresh",1674.99,880.99,98,14.2,77.5,139.4,64.8,"active","2020-01-14",3.7,3816
5777,"PRD-JQQF78-DQQ","Certified Camera Red","Advanced algorithms optimize performance metrics","Toys","PhoneChargers","GreenGrow",1722.99,1468.95,498,7.89,19.7,31.6,22.5,"active","2021-07-18",1.5,2548
5778,"PRD-JQS081-HWL","Watch","Renewable energy powers production facilities","Cycling","Sunglasses","QualitySeal",536.95,1321.99,231,48.2,61.2,28.9,25.4,"discontinued","2024-06-11",2.7,3761
5779,"PRD-JQVACK-RMW","Elite Monitor","Visually stunning with ergonomic excellence","Storage","FeaturePhones","CakeCraft",1950.99,1193.95,436,48.41,55.1,41.0,16.1,"active","2022-07-03",3.3,4897
5780,"PRD-JQW16W-JDY","Smartphone Blue","Clean lines and refined proportions throughout","Gourmet","Outdoor","ConnectPlus",1764.99,40.95,55,3.17,87.7,114.4,16.8,"discontinued","2024-01-08",1.3,1896
5781,"PRD-JR37C5-WET","Revolution MiniPC","Green manufacturing processes throughout","Audiobooks","Desktops","SignatureStyle",290.95,614.95,411,5.27,21.0,131.0,64.5,"coming_soon","2024-06-29",2.1,2294
5782,"PRD-JRGF9K-AMQ","AthleticShorts Speedy","Intelligent design responds to user needs","Camping","Underwear","ScarfSilk",1323.99,748.99,116,45.69,75.8,16.4,63.9,"discontinued","2025-05-26",2.7,3558
5783,"PRD-JRP9KQ-QMO","Exceptional Camera","Elegant aesthetics with minimalist approach","Sports","Tools","NutriMax",1338.95,1029.99,221,32.69,169.6,96.2,75.5,"active","2024-10-09",3.2,568
5784,"PRD-JRQKFP-ZIN","InstantCamera","Premium quality without premium price tag","Clothing","HighHeels","SophisticateLux",107.99,699.95,121,47.93,149.8,35.4,31.6,"out_of_stock","2024-01-30",4.8,1858
5785,"PRD-JRSV71-GDR","Storm AllInOne","Understated elegance for subtle sophistication","Bathroom","Duvet Covers","AccessoryStar",1084.99,130.95,15,22.68,5.3,61.1,16.5,"active","2020-09-14",1.7,3526
5786,"PRD-JRVQLL-MEQ","Perfect FitnessTracker XS","Automated systems streamline daily tasks","Mens Fashion","Fragrances","NobleWear",1087.99,540.99,474,34.96,187.5,61.4,24.5,"out_of_stock","2020-02-17",1.6,4949
5787,"PRD-JS8YNL-SAL","Revolution BaseballCap","Rapid processing speeds accelerate workflows","Outdoors","Lighting","CheeseCharm",1200.99,49.99,303,49.63,68.4,41.2,43.8,"active","2025-05-13",2.5,4126
5788,"PRD-JSB3J6-DFS","Sweatshirt Leather","Comfortable ergonomics for extended use","Outdoors","Speakers","CursorCraft",1181.95,1321.95,154,24.65,34.3,79.3,42.4,"active","2025-04-26",4.3,3359
5789,"PRD-JSJ4OU-AGX","DSLR","Precision engineering ensures exact specifications","Fitness Equipment","Jumpsuits","NatureNest",116.99,992.99,130,28.32,117.9,66.0,20.3,"active","2022-09-13",1.9,1346
5790,"PRD-JSJ8MJ-QWS","Essential AllInOne Boosted","Smart capabilities enhance overall functionality","Haircare","Costumes","TurboRun",1575.95,876.99,223,37.03,185.0,7.9,10.9,"active","2020-03-24",2.3,3188
5791,"PRD-JSNZMY-OTK","FilmCamera Max","Cross-platform compatibility ensures accessibility","Fitness Equipment","Costumes","SilverStone",248.99,971.99,381,17.45,87.4,132.1,11.9,"out_of_stock","2020-09-05",3.6,1911
5792,"PRD-JSRUOY-SFJ","SecurityCamera","Sophisticated design for discerning customers","Sports","Batteries","NaturalNest",733.95,895.99,369,24.49,193.5,83.0,66.3,"coming_soon","2022-10-14",2.6,2597
5793,"PRD-JTDT7W-LYG","Speaker","Frictionless operation provides satisfaction","Outdoors","Gadgets","VeggieVibe",1315.99,1115.99,270,16.45,182.6,123.4,34.5,"active","2021-03-18",2.7,1719
5794,"PRD-JTQQ5A-FNN","Hat","Satisfying user interface with logical layout","Childrens Clothing","Sneakers","OvenOrange",1630.99,1203.95,147,36.76,174.8,59.9,17.2,"active","2022-07-09",1.8,2476
5795,"PRD-JTR9TL-QVI","Flawless Cable Powered","Comfortable ergonomics for extended use","Skincare","Tripods","QualitySeal",217.95,1272.99,149,29.46,198.2,69.2,97.4,"active","2023-05-02",4.1,4773
5796,"PRD-JTT4HB-TJO","Stylish Speaker Standard","Next-generation technology packed inside","Childrens Clothing","Mats","GreenGrow",1116.99,185.99,256,30.2,185.4,66.4,58.9,"out_of_stock","2025-07-22",1.0,3012
5797,"PRD-JTWL4E-XDU","Notepad Hybrid","Modular design allows component upgrades","Organic","Laptops","CottonCare",102.95,828.95,428,39.71,86.6,6.6,97.3,"out_of_stock","2023-01-20",4.0,4634
5798,"PRD-JTYSD5-TOW","Genuine VRHeadset","Versatile solution for multiple applications","Home Decor","Romance","ProtectorPro",343.99,52.95,215,41.13,71.7,128.3,87.4,"out_of_stock","2024-06-26",2.1,653
5799,"PRD-JTZSUA-YYJ","ToteBag Large","Compostable materials break down naturally","Furniture","PhoneCases","KidsStyle",535.99,874.99,471,28.42,51.7,80.0,13.0,"active","2023-07-29",3.3,3348
5800,"PRD-JU12LY-BQJ","Clean Notebook Boosted","Long-term value backed by warranty coverage","Skincare","Workstations","BeautyBliss",659.99,1058.99,36,30.3,143.4,17.5,89.4,"out_of_stock","2023-11-06",3.9,1422
5801,"PRD-JU2DTR-ITA","Bold NoiseCancel Supercharged","Chic appearance suitable for any environment","Beverages","Winter Sports","QuantumTech",257.95,1065.95,137,19.24,156.3,146.4,5.1,"active","2023-08-10",1.9,653
5802,"PRD-JU7561-PCC","Monitor Industrial","Breakthrough innovations improve productivity","Camping","Underwear","BagBrand",622.99,929.95,452,24.87,186.0,18.7,18.0,"out_of_stock","2020-07-17",1.3,694
5803,"PRD-JUANBG-BLB","Vortex CurvedMonitor","Versatile design adapts to any decor style","Womens Fashion","Educational","ValuePlus",1330.95,191.95,79,7.93,159.5,15.3,76.4,"active","2025-12-20",2.8,2797
5804,"PRD-JUBDXI-UOR","SmartBand","Premium craftsmanship with attention to detail","Gourmet","Dresses","EnergyEdge",1947.95,751.99,105,48.45,96.0,68.8,88.0,"active","2022-10-29",4.9,3058
5805,"PRD-JUCXAI-LAM","Brilliant Beanie","Multi-purpose design serves varied functions","Computing","Furniture","CommandCenter",1556.99,804.99,87,22.15,65.4,126.5,37.2,"discontinued","2023-07-08",4.1,1142
5806,"PRD-JUG9RP-DJN","Clean FlagshipPhone Accelerated","User-friendly design for all skill levels","Educational Materials","RidOns","WinnersBrand",334.99,1056.99,203,29.26,60.5,137.0,23.6,"active","2025-03-24",3.8,4384
5807,"PRD-JUIE5O-VKG","Essential Webcam","Minimalist approach maximizes visual impact","Maintenance","Vinyl","WatchMaster",810.99,811.95,168,31.47,115.2,33.0,7.9,"active","2020-11-13",3.3,780
5808,"PRD-JUKNVH-XGK","Bright Keyboard","Adaptable design accommodates various uses","Collectibles","DSLR","SuperFit",1984.99,1094.99,300,1.82,185.0,71.7,38.0,"coming_soon","2021-04-27",4.6,4450
5809,"PRD-JUQ2JP-RTP","GamingMouse","Intelligent design responds to user needs","Activewear","Towels","PilatesCore",1997.99,140.95,495,46.58,184.5,11.5,34.9,"active","2025-02-07",1.9,565
5810,"PRD-JUQOBH-VKE","Immaculate Shorts","Easy navigation simplifies learning curve","Childrens Clothing","Webcams","SwimPro",1320.95,1369.95,310,14.39,25.4,81.1,94.0,"active","2024-03-23",4.7,1959
5811,"PRD-JUWV3Z-TEI","Organic Monitor4K","Advanced technology for superior results","Collectibles","Costumes","CloudSync",1821.95,226.95,104,47.22,120.7,105.7,32.6,"out_of_stock","2023-10-02",4.2,2572
5812,"PRD-JV093N-APA","FilmCamera Lightweight","Sustainable supply chain from source to delivery","Gourmet","Jackets","ConnectPlus",1630.95,948.99,371,39.41,86.7,95.8,39.8,"out_of_stock","2022-02-09",1.5,3098
5813,"PRD-JV0ILX-BMF","Bright CrossbodyBag","Seamless operation across all conditions","Home Decor","Soundbars","ThunderTech",1518.99,432.99,25,17.39,177.1,147.2,57.4,"active","2023-09-24",1.3,2274
5814,"PRD-JV3P82-VGJ","SecurityCamera","Accessible features benefit all users equally","Board Games","Lighting","EcoWare",721.95,184.99,13,19.25,24.8,89.8,6.5,"discontinued","2023-01-22",3.1,4638
5815,"PRD-JVSC1U-JYW","CasualShoes Lite","Futuristic technology available today","Sports","RunningShoes","VirtualMax",1057.95,816.99,404,35.96,72.7,92.9,17.5,"active","2021-06-04",3.2,1006
5816,"PRD-JVSEM5-GAL","Vibrant SmartRing","Classic styling with modern sensibilities","Kitchenware","Accessories","FloorFine",1416.99,604.99,121,48.38,124.0,88.6,92.4,"active","2022-05-06",3.1,4162
5817,"PRD-JVSJ35-FXR","Pro Earbuds","Solid construction built to last generations","Sports","NonFiction","ManiPedi",1890.99,185.99,19,27.12,103.8,80.3,8.9,"active","2020-02-28",3.1,4855
5818,"PRD-JVU8IM-PVR","Ultimate LongSleeveShirt Blue","Economic solution for budget-conscious buyers","Games","Tents","VintageVibe",298.95,339.95,21,21.58,103.7,126.2,22.4,"active","2024-12-24",4.5,3014
5819,"PRD-JVYSVD-GIV","OverEarHeadphones","Clean lines and refined proportions throughout","Bedding","Outerwear","SophisticateLux",1894.95,382.95,38,32.08,60.8,90.5,45.4,"active","2021-01-28",1.0,1594
5820,"PRD-JW47UG-XEU","Signature Mouse","Reliable operation in extreme environments","Gourmet","Protective","WinterWrap",1095.99,857.99,61,20.36,27.8,107.5,30.7,"active","2022-03-19",3.4,2549
5821,"PRD-JW6HJB-MAV","Titan Shorts Powered","Heavy-duty construction for demanding environments","Educational Materials","Sunglasses","ShellStyle",1398.99,1241.95,369,25.64,42.9,48.9,61.1,"active","2021-12-29",2.8,1034
5822,"PRD-JW6QZQ-GBQ","Headphones L","High-quality product designed for everyday use","Camping","Slippers","ZenHome",761.95,680.99,44,2.06,85.9,69.3,59.0,"active","2022-12-19",1.3,3844
5823,"PRD-JWAABH-VSI","Premium LongSleeveShirt Silver","Outstanding value delivers superior benefits","Bathroom","Safety","GardenGear",1170.99,214.99,436,40.51,183.7,124.8,54.6,"discontinued","2023-12-05",2.3,4188
5824,"PRD-JWBVWZ-GTA","PoloShirt Dual","Responsive functionality with zero lag","Fitness Equipment","Gadgets","CraftsmanPro",1909.95,852.95,137,26.98,167.8,48.2,81.5,"discontinued","2023-03-09",3.7,3104
5825,"PRD-JWIVVN-XED","AIpowered Notebook RustProof","Reinforced design for maximum longevity","Beverages","Sandals","DataFlow",1119.95,585.95,38,46.34,118.3,58.8,25.5,"active","2025-12-28",1.8,4511
5826,"PRD-JWS5SR-XDO","Next FlipPhone Supercharged","Best value proposition in current market","Lighting","Blouses","SuperFit",184.99,463.99,251,19.28,172.4,147.8,39.9,"active","2021-09-12",3.0,2702
5827,"PRD-JWTU02-LBU","Minimalist Belt Slim","Intelligent design responds to user needs","Beverages","Utensils","HeadphoneHub",1300.95,1217.99,411,16.91,103.1,58.7,84.0,"out_of_stock","2020-11-12",3.8,4571
5828,"PRD-JWUBIX-IRJ","Force CrossbodyBag","Understated elegance for subtle sophistication","Maintenance","Mirrorless","PastryPro",869.95,1256.95,353,35.98,159.9,40.2,49.2,"active","2023-11-16",3.6,2798
5829,"PRD-JWWI8Z-GJW","Quantum Monitor","Classic styling with modern sensibilities","Car Accessories","Mats","WinnersBrand",1053.99,479.99,334,48.95,108.9,62.0,79.9,"active","2022-01-11",1.4,4661
5830,"PRD-JXF5VV-JNH","KeyboardMouse","Next-generation technology packed inside","Automotive","Mattress Pads","ThinkPro",629.99,430.99,235,35.64,153.4,118.3,35.3,"active","2024-03-21",2.2,2485
5831,"PRD-JXIMI8-IMV","Next GamingHeadset","Resilient design withstands extreme conditions","Audio Equipment","Stands","SportMax",935.99,1420.99,313,48.62,192.9,37.1,83.5,"active","2024-05-12",1.5,1111
5832,"PRD-JXIVSI-BET","Outstanding Hoodie","Compostable materials break down naturally","Formal Wear","Laptops","FineArtisan",1295.99,91.99,405,45.92,151.5,91.4,9.4,"active","2020-07-03",1.2,4569
5833,"PRD-JXMJIC-RBT","Deluxe BaseballCap","Consistent output maintains quality standards","Furniture","AudioCables","SmartMind",689.95,967.99,174,20.04,43.5,65.6,62.5,"active","2025-02-15",3.1,1949
5834,"PRD-JXOJ2O-FHF","Trusted Jacket","Transformable design evolves with changing needs","Clothing","BodyCare","VoltValue",1635.99,911.99,218,42.0,102.8,24.2,30.3,"out_of_stock","2020-11-27",4.7,1437
5835,"PRD-JXUXBW-GRK","Dynamic Phone Waterproof","Clean lines and refined proportions throughout","Books","Underwear","PlatinumElite",766.99,721.95,470,11.51,62.2,46.6,26.1,"discontinued","2021-09-22",4.2,2582
5836,"PRD-JXVEPX-XHT","Apex BluetoothSpeaker Air","Streamlined functionality eliminates complexity","Fitness Equipment","Electronics","CorePower",1355.99,172.95,465,46.54,93.6,148.5,43.5,"active","2021-03-09",1.9,3840
5837,"PRD-JXXGHA-UKB","Immaculate GamingHeadset","Chic appearance suitable for any environment","Kitchen Appliances","Components","BlanketBliss",1460.95,397.95,187,12.94,69.9,142.2,90.3,"out_of_stock","2024-07-26",2.9,2707
5838,"PRD-JXZ747-JCW","Future Mouse Set","Intuitive interface makes operation effortless","Games","Scarves","ButtonBright",338.99,17.99,497,14.36,66.7,132.5,19.4,"discontinued","2022-08-27",4.9,1830
5839,"PRD-JY3LRT-DEI","Neo Phone Basic","Automated systems streamline daily tasks","Electronics","Dolls","NovaDesign",441.95,1265.99,210,31.56,97.7,74.8,23.8,"active","2024-06-19",2.0,2679
5840,"PRD-JY7099-PUJ","Titan Phablet","Dependable functionality year after year","Car Electronics","Romance","EliteAthlete",1065.99,1242.99,467,37.04,151.1,127.7,94.6,"active","2022-04-26",1.9,2624
5841,"PRD-JY8786-QGN","Trusted Smartwatch Max","Elegant aesthetics with minimalist approach","Skincare","PhoneCases","EliteChoice",128.95,670.99,385,44.37,168.1,76.5,76.2,"active","2023-04-17",2.5,1869
5842,"PRD-JYA2UP-GID","Smartphone","Clean lines and refined proportions throughout","Car Accessories","Pilates","NetworkHub",1445.99,719.95,235,48.92,105.6,96.4,29.8,"discontinued","2025-11-12",4.6,4436
5843,"PRD-JYBIUP-WXE","Evolution Webcam","Seamless operation across all conditions","Health","Furniture","FitnessPro",1002.95,1350.99,253,48.55,157.5,128.0,70.8,"active","2022-06-18",2.2,3941
5844,"PRD-JYGNUM-PYP","SecurityCamera Aluminum","Progressive features support future expansion","Gourmet","FlatShoes","GoldClass",134.95,26.95,132,24.56,156.8,122.7,78.1,"coming_soon","2022-07-28",3.3,4704
5845,"PRD-JYGXIV-WSH","Boots Amateur","Heavy-duty construction for demanding environments","Camping","Slippers","GourmetSelect",706.95,649.99,143,40.47,71.1,143.3,89.2,"active","2023-01-14",4.2,2003
